447    -139.23   -301.23 9.2009 0.0
448    -130.77   -346.77 9.2009 0.0
449    -130.77   -340.27 9.2009 0.0
450    -130.77   -333.76 9.2009 0.0
451    -130.77   -327.25 9.2009 0.0
452    -130.77   -320.75 9.2009 0.0
453    -130.77   -314.24 9.2009 0.0
454    -130.77   -307.73 9.2009 0.0
455    -130.77   -301.23 9.2009 0.0
456    -124.26   -346.77 9.2009 0.0
457    -124.26   -340.27 9.2009 0.0
458    -124.26   -333.76 9.2009 0.0
459    -124.26   -327.25 9.2009 0.0
460    -124.26   -320.75 9.2009 0.0
461    -124.26   -314.24 9.2009 0.0
462    -124.26   -307.73 9.2009 0.0
463    -124.26   -301.23 9.2009 0.0
464    -117.76   -346.77 9.2009 0.0
465    -117.76   -340.27 9.2009 0.0
466    -117.76   -333.76 9.2009 0.0
467    -117.76   -327.25 9.2009 0.0
468    -117.76   -320.75 9.2009 0.0
469    -117.76   -314.24 9.2009 0.0
470    -117.76   -307.73 9.2009 0.0
471    -117.76   -301.23 9.2009 0.0
472    -111.25   -346.77 9.2009 0.0
473    -111.25   -340.27 9.2009 0.0
474    -111.25   -333.76 9.2009 0.0
475    -111.25   -327.25 9.2009 0.0
476    -111.25   -320.75 9.2009 0.0
477    -111.25   -314.24 9.2009 0.0
478    -111.25   -307.73 9.2009 0.0
479    -111.25   -301.23 9.2009 0.0
480    -104.75   -346.77 9.2009 0.0
481    -104.75   -340.27 9.2009 0.0
482    -104.75   -333.76 9.2009 0.0
483    -104.75   -327.25 9.2009 0.0
484    -104.75   -320.75 9.2009 0.0
485    -104.75   -314.24 9.2009 0.0
486    -104.75   -307.73 9.2009 0.0
487    -104.75   -301.23 9.2009 0.0
488    -98.241   -346.77 9.2009 0.0
489    -98.241   -340.27 9.2009 0.0
490    -98.241   -333.76 9.2009 0.0
491    -98.241   -327.25 9.2009 0.0
492    -98.241   -320.75 9.2009 0.0
493    -98.241   -314.24 9.2009 0.0
494    -98.241   -307.73 9.2009 0.0
495    -98.241   -301.23 9.2009 0.0
496    -91.735   -346.77 9.2009 0.0
497    -91.735   -340.27 9.2009 0.0
498    -91.735   -333.76 9.2009 0.0
499    -91.735   -327.25 9.2009 0.0
500    -91.735   -320.75 9.2009 0.0
501    -91.735   -314.24 9.2009 0.0
502    -91.735   -307.73 9.2009 0.0
503    -91.735   -301.23 9.2009 0.0
504    -85.229   -346.77 9.2009 0.0
505    -85.229   -340.27 9.2009 0.0
506    -85.229   -333.76 9.2009 0.0
507    -85.229   -327.25 9.2009 0.0
508    -85.229   -320.75 9.2009 0.0
509    -85.229   -314.24 9.2009 0.0
510    -85.229   -307.73 9.2009 0.0
511    -85.229   -301.23 9.2009 0.0
512    -76.771   -346.77 9.2009 0.0
513    -76.771   -340.27 9.2009 0.0
514    -76.771   -333.76 9.2009 0.0
515    -76.771   -327.25 9.2009 0.0
516    -76.771   -320.75 9.2009 0.0
517    -76.771   -314.24 9.2009 0.0
518    -76.771   -307.73 9.2009 0.0
519    -76.771   -301.23 9.2009 0.0
520    -70.265   -346.77 9.2009 0.0
521    -70.265   -340.27 9.2009 0.0
522    -70.265   -333.76 9.2009 0.0
523    -70.265   -327.25 9.2009 0.0
524    -70.265   -320.75 9.2009 0.0
525    -70.265   -314.24 9.2009 0.0
526    -70.265   -307.73 9.2009 0.0
527    -70.265   -301.23 9.2009 0.0
528    -63.759   -346.77 9.2009 0.0
529    -63.759   -340.27 9.2009 0.0
530    -63.759   -333.76 9.2009 0.0
531    -63.759   -327.25 9.2009 0.0
532    -63.759   -320.75 9.2009 0.0
533    -63.759   -314.24 9.2009 0.0
534    -63.759   -307.73 9.2009 0.0
535    -63.759   -301.23 9.2009 0.0
536    -57.253   -346.77 9.2009 0.0
537    -57.253   -340.27 9.2009 0.0
538    -57.253   -333.76 9.2009 0.0
539    -57.253   -327.25 9.2009 0.0
540    -57.253   -320.75 9.2009 0.0
541    -57.253   -314.24 9.2009 0.0
542    -57.253   -307.73 9.2009 0.0
543    -57.253   -301.23 9.2009 0.0
544    -50.747   -346.77 9.2009 0.0
545    -50.747   -340.27 9.2009 0.0
546    -50.747   -333.76 9.2009 0.0
547    -50.747   -327.25 9.2009 0.0
548    -50.747   -320.75 9.2009 0.0
549    -50.747   -314.24 9.2009 0.0
550    -50.747   -307.73 9.2009 0.0
551    -50.747   -301.23 9.2009 0.0
552    -44.241   -346.77 9.2009 0.0
553    -44.241   -340.27 9.2009 0.0
554    -44.241   -333.76 9.2009 0.0
555    -44.241   -327.25 9.2009 0.0
556    -44.241   -320.75 9.2009 0.0
557    -44.241   -314.24 9.2009 0.0
558    -44.241   -307.73 9.2009 0.0
559    -44.241   -301.23 9.2009 0.0
560    -37.735   -346.77 9.2009 0.0
561    -37.735   -340.27 9.2009 0.0
562    -37.735   -333.76 9.2009 0.0
563    -37.735   -327.25 9.2009 0.0
564    -37.735   -320.75 9.2009 0.0
565    -37.735   -314.24 9.2009 0.0
566    -37.735   -307.73 9.2009 0.0
567    -37.735   -301.23 9.2009 0.0
568    -31.229   -346.77 9.2009 0.0
569    -31.229   -340.27 9.2009 0.0
570    -31.229   -333.76 9.2009 0.0
571    -31.229   -327.25 9.2009 0.0
572    -31.229   -320.75 9.2009 0.0
573    -31.229   -314.24 9.2009 0.0
574    -31.229   -307.73 9.2009 0.0
575    -31.229   -301.23 9.2009 0.0
576    -22.771   -346.77 9.2009 0.0
577    -22.771   -340.27 9.2009 0.0
578    -22.771   -333.76 9.2009 0.0
579    -22.771   -327.25 9.2009 0.0
580    -22.771   -320.75 9.2009 0.0
581    -22.771   -314.24 9.2009 0.0
582    -22.771   -307.73 9.2009 0.0
583    -22.771   -301.23 9.2009 0.0
584    -16.265   -346.77 9.2009 0.0
585    -16.265   -340.27 9.2009 0.0
586    -16.265   -333.76 9.2009 0.0
587    -16.265   -327.25 9.2009 0.0
588    -16.265   -320.75 9.2009 0.0
589    -16.265   -314.24 9.2009 0.0
590    -16.265   -307.73 9.2009 0.0
591    -16.265   -301.23 9.2009 0.0
592     -9.759   -346.77 9.2009 0.0
593     -9.759   -340.27 9.2009 0.0
594     -9.759   -333.76 9.2009 0.0
595     -9.759   -327.25 9.2009 0.0
596     -9.759   -320.75 9.2009 0.0
597     -9.759   -314.24 9.2009 0.0
598     -9.759   -307.73 9.2009 0.0
599     -9.759   -301.23 9.2009 0.0
600     -3.253   -346.77 9.2009 0.0
601     -3.253   -340.27 9.2009 0.0
602     -3.253   -333.76 9.2009 0.0
603     -3.253   -327.25 9.2009 0.0
604     -3.253   -320.75 9.2009 0.0
605     -3.253   -314.24 9.2009 0.0
606     -3.253   -307.73 9.2009 0.0
607     -3.253   -301.23 9.2009 0.0
608      3.253   -346.77 9.2009 0.0
609      3.253   -340.27 9.2009 0.0
610      3.253   -333.76 9.2009 0.0
611      3.253   -327.25 9.2009 0.0
612      3.253   -320.75 9.2009 0.0
613      3.253   -314.24 9.2009 0.0
614      3.253   -307.73 9.2009 0.0
615      3.253   -301.23 9.2009 0.0
616      9.759   -346.77 9.2009 0.0
617      9.759   -340.27 9.2009 0.0
618      9.759   -333.76 9.2009 0.0
619      9.759   -327.25 9.2009 0.0
620      9.759   -320.75 9.2009 0.0
621      9.759   -314.24 9.2009 0.0
622      9.759   -307.73 9.2009 0.0
623      9.759   -301.23 9.2009 0.0
624     16.265   -346.77 9.2009 0.0
625     16.265   -340.27 9.2009 0.0
626     16.265   -333.76 9.2009 0.0
627     16.265   -327.25 9.2009 0.0
628     16.265   -320.75 9.2009 0.0
629     16.265   -314.24 9.2009 0.0
630     16.265   -307.73 9.2009 0.0
631     16.265   -301.23 9.2009 0.0
632     22.771   -346.77 9.2009 0.0
633     22.771   -340.27 9.2009 0.0
634     22.771   -333.76 9.2009 0.0
635     22.771   -327.25 9.2009 0.0
636     22.771   -320.75 9.2009 0.0
637     22.771   -314.24 9.2009 0.0
638     22.771   -307.73 9.2009 0.0
639     22.771   -301.23 9.2009 0.0
640     31.229   -346.77 9.2009 0.0
641     31.229   -340.27 9.2009 0.0
642     31.229   -333.76 9.2009 0.0
643     31.229   -327.25 9.2009 0.0
644     31.229   -320.75 9.2009 0.0
645     31.229   -314.24 9.2009 0.0
646     31.229   -307.73 9.2009 0.0
647     31.229   -301.23 9.2009 0.0
648     37.735   -346.77 9.2009 0.0
649     37.735   -340.27 9.2009 0.0
650     37.735   -333.76 9.2009 0.0
651     37.735   -327.25 9.2009 0.0
652     37.735   -320.75 9.2009 0.0
653     37.735   -314.24 9.2009 0.0
654     37.735   -307.73 9.2009 0.0
655     37.735   -301.23 9.2009 0.0
656     44.241   -346.77 9.2009 0.0
657     44.241   -340.27 9.2009 0.0
658     44.241   -333.76 9.2009 0.0
659     44.241   -327.25 9.2009 0.0
660     44.241   -320.75 9.2009 0.0
661     44.241   -314.24 9.2009 0.0
662     44.241   -307.73 9.2009 0.0
663     44.241   -301.23 9.2009 0.0
664     50.747   -346.77 9.2009 0.0
665     50.747   -340.27 9.2009 0.0
666     50.747   -333.76 9.2009 0.0
667     50.747   -327.25 9.2009 0.0
668     50.747   -320.75 9.2009 0.0
669     50.747   -314.24 9.2009 0.0
670     50.747   -307.73 9.2009 0.0
671     50.747   -301.23 9.2009 0.0
672     57.253   -346.77 9.2009 0.0
673     57.253   -340.27 9.2009 0.0
674     57.253   -333.76 9.2009 0.0
675     57.253   -327.25 9.2009 0.0
676     57.253   -320.75 9.2009 0.0
